fund_type,FundCode,ShareClassName,ClassIdentifier,FundCurrency,ShareClassCurrency,RFSSGP,Objective,Fund_Name,domicile,legal_structure,launch_date,Umbrella Name,ucits_ongoing_charge,ucits_ongoing_charge_as_at_date,prips_on_going_charges,prips_charges_as_at_date,"SELLING_FOR_COUNTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund H2 GBP,IE00B8GQ0T69,USD,GBP,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2013-01-02T00:00:00.000Z,JCF,0.8500000000,2023-12-31,0.8700000000,2023-06-30,"HK,MO,GB,CH,SG,LU,IE,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund A2 HAUD,IE00BF2GM042,USD,AUD,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2013-10-04T00:00:00.000Z,JCF,2.3700000000,2023-12-31,2.3800000000,2023-06-30,"HK,MO,IE,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund H2 USD,IE00BFRSYJ83,USD,USD,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2013-10-31T00:00:00.000Z,JCF,0.8600000000,2023-12-31,0.8700000000,2023-06-30,"ES,AT,FI,BE,AU,NL,SE,GB,IT,GR,CH,DE,LU,FR,HK,MO,LI,IE,SG,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund H2 HEUR,IE00BFRSYK98,USD,EUR,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2013-10-31T00:00:00.000Z,JCF,0.8600000000,2023-12-31,0.8700000000,2023-06-30,"ES,AT,BE,AU,NL,SE,GB,IT,GR,CH,DE,LU,FR,HK,MO,LI,SG,IE,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund A2 HCNH,IE00BFTCP959,USD,CNH,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2014-10-03T00:00:00.000Z,JCF,2.3800000000,2023-12-31,2.3900000000,2023-06-30,"SG,IE,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund A2 SGD,IE00BFTCPJ56,USD,SGD,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2019-03-11T00:00:00.000Z,JCF,2.3800000000,2023-12-31,2.4000000000,2023-06-30,"CH,IE,SG,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund I2 HSGD,IE00BJJMRZ35,USD,SGD,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2019-06-04T00:00:00.000Z,JCF,1.5600000000,2023-12-31,1.5700000000,2023-06-30,"HK,CL,CH,SG,IE,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund A2 HSGD,IE00BJT1NW94,USD,SGD,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2019-03-11T00:00:00.000Z,JCF,2.3800000000,2023-12-31,2.3900000000,2023-06-30,"HK,CH,SG,IE,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund I2 HKD,IE00BMXMTZ48,USD,HKD,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2021-04-14T00:00:00.000Z,JCF,1.5600000000,2023-12-31,1.5000000000,2023-06-30,"HK,CL,IE,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund I2 HAUD,IE00BMXMV038,USD,AUD,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2021-04-14T00:00:00.000Z,JCF,1.5600000000,2023-12-31,1.5000000000,2023-06-30,"HK,CL,IE,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund A2 EUR,IE00BMXMV145,USD,EUR,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2021-04-14T00:00:00.000Z,JCF,2.3900000000,2023-12-31,2.3800000000,2023-06-30,"ES,PT,LI,CH,DE,IE,SG,FR,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund H1 GBP,IE00BRJ9D748,USD,GBP,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2014-10-20T00:00:00.000Z,JCF,0.8600000000,2023-12-31,0.8700000000,2023-06-30,"HK,MO,GB,CH,SG,LU,IE,,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund I2 EUR,IE00BRJG6X20,USD,EUR,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2014-10-20T00:00:00.000Z,JCF,1.5600000000,2023-12-31,1.5700000000,2023-06-30,"ES,AT,NO,AU,NL,SE,GB,IT,CH,DE,LU,FR,CL,AE,LI,SG,IE,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund H1 USD,IE00BRJG6Y37,USD,USD,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2014-10-20T00:00:00.000Z,JCF,0.8600000000,2023-12-31,0.8700000000,2023-06-30,"HK,MO,GB,CH,DE,SG,LU,IE,,,,,,,,,,,,,,,,,,"
RETAIL,89,Janus Henderson Global Life Sciences Fund H2 EUR,IE00BRJG7840,USD,EUR,Y,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the MSCI World Health Care Index by at least 2% per annum, before the deduction of charges, over any 5 year period.",JHCF Global Life Sciences Fund,IE,Irish Investment Company,2014-10-20T00:00:00.000Z,JCF,0.8500000000,2023-12-31,0.8800000000,2023-06-30,"ES,BE,NL,GB,IT,GR,CH,DE,LU,FR,HK,MO,LI,SG,IE,,,,,,,,,,,"
RETAIL,89JSF,Janus Selection Global Life Science Fund A JPY,IE0000OEM636,USD,JPY,N,"""""",Janus Selection Global Life Sciences Fund,JP,Irish Unit Trust,2021-08-16T00:00:00.000Z,JSF,2.0900000000,2023-12-31,2.1100000000,2023-06-30,",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,89JSF,Janus Selection Global Life Science Fund A USD,IE000IZDQ0S8,USD,USD,N,"""""",Janus Selection Global Life Sciences Fund,JP,Irish Unit Trust,2021-08-16T00:00:00.000Z,JSF,2.0900000000,2023-12-31,2.1200000000,2023-06-30,",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund A2 USD,IE0001256803,USD,USD,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2000-11-30T00:00:00.000Z,JCF,1.9400000000,2023-12-31,1.9300000000,2023-06-30,"ES,AT,BE,AU,NL,SE,IT,CH,DE,LU,FR,PT,TW,IE,SG,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund A2 HEUR,IE0001257090,USD,EUR,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2000-11-30T00:00:00.000Z,JCF,1.9400000000,2023-12-31,1.9300000000,2023-06-30,"ES,AT,BE,AU,NL,SE,IT,CH,DE,LU,FR,PT,TW,IE,SG,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund B2 USD,IE0001262298,USD,USD,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2000-11-30T00:00:00.000Z,JCF,3.4400000000,2023-12-31,3.4300000000,2023-06-30,"TW,IE,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund I2 USD,IE0001426232,USD,USD,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2000-11-30T00:00:00.000Z,JCF,1.0800000000,2023-12-31,1.0700000000,2023-06-30,"ES,AT,AU,NL,GB,SE,IT,CH,DE,LU,FR,TW,SG,IE,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund G2 USD,IE000YJW2O06,USD,USD,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2022-10-11T00:00:00.000Z,JCF,0.6100000000,2023-12-31,0.6000000000,2023-06-30,"ES,AT,IT,CH,DE,IE,FR,,,,,,,,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund A1 USD,IE00B2B35R37,USD,USD,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2008-01-31T00:00:00.000Z,JCF,1.9500000000,2023-12-31,1.9700000000,2023-06-30,"AT,BE,AU,NL,SE,CH,DE,SG,LU,IE,FR,,,,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund I2 HEUR,IE00B2B35V72,USD,EUR,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2008-01-31T00:00:00.000Z,JCF,1.0700000000,2023-12-31,1.0700000000,2023-06-30,"ES,AT,AU,NL,SE,TW,IT,CH,DE,IE,LU,SG,FR,,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund E2 USD,IE00B3TND124,USD,USD,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2016-07-21T00:00:00.000Z,JCF,2.9500000000,2023-12-31,2.9500000000,2023-06-30,"IT,IE,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund E2 HEUR,IE00B3VXZV45,USD,EUR,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2011-08-31T00:00:00.000Z,JCF,2.9300000000,2023-12-31,2.9200000000,2023-06-30,"IT,IE,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund H2 HEUR,IE00BFRSZ511,USD,EUR,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2013-10-31T00:00:00.000Z,JCF,0.8700000000,2023-12-31,0.8900000000,2023-06-30,"ES,AT,BE,AU,NL,SE,CH,DE,IE,SG,FR,LU,,,,,,,,,,,,,,"
RETAIL,91,Janus Henderson US Small-Mid Cap Value Fund H2 USD,IE00BFRSZ628,USD,USD,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the Russell 2500 Value Index by at least 2.5% per annum, before the deduction of charges, over any 5 year period.",JHCF US Small-Mid Cap Value Fund,IE,Irish Investment Company,2013-10-31T00:00:00.000Z,JCF,0.8700000000,2023-12-31,0.8700000000,2023-06-30,"AT,BE,AU,NL,SE,CH,DE,IE,LU,FR,SG,,,,,,,,,,,,,,,"
RETAIL,91JSF,Janus Selection Strategic Value Fund A USD,IE0030805489,USD,USD,N,"""""",Janus Selection Strategic Value Fund,JP,Irish Unit Trust,2001-11-26T00:00:00.000Z,JSF,2.1700000000,2023-12-31,2.1900000000,2023-06-30,",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,91JSF,Janus Selection Strategic Value Fund A JPY,IE0030805596,USD,JPY,N,"""""",Janus Selection Strategic Value Fund,JP,Irish Unit Trust,2001-11-26T00:00:00.000Z,JSF,2.1700000000,2023-12-31,2.1900000000,2023-06-30,",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,91JSF,Janus Selection Strategic Value Fund I JPY,IE0033934955,USD,JPY,N,"""""",Janus Selection Strategic Value Fund,JP,Irish Unit Trust,2005-06-30T00:00:00.000Z,JSF,1.4000000000,2023-12-31,1.4100000000,2023-06-30,",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,96JSF,Janus Selection Global Real Estate Fund A USD,IE0033532841,USD,USD,N,"""""",Janus Selection Global Real Estate Fund,JP,Irish Unit Trust,2003-09-29T00:00:00.000Z,JSF,2.2100000000,2023-12-31,2.2100000000,2023-06-30,",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,96JSF,Janus Selection Global Real Estate Fund A JPY,IE0033532957,USD,JPY,N,"""""",Janus Selection Global Real Estate Fund,JP,Irish Unit Trust,2003-09-29T00:00:00.000Z,JSF,2.2100000000,2023-12-31,2.2000000000,2023-06-30,",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,96JSF,Janus Selection Global Real Estate Fund I JPY,IE0033936331,USD,JPY,N,"""""",Janus Selection Global Real Estate Fund,JP,Irish Unit Trust,2005-06-30T00:00:00.000Z,JSF,1.4900000000,2023-12-31,1.4700000000,2023-06-30,",,,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,ACAP,Janus Henderson Capella A $,KYG0219V1014,EUR,USD,N,"""""",Janus Henderson Capella Fund Limited,KY,Hedge Fund,1999-11-01T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,ACAP,Janus Henderson Capella B €,KYG0219V1196,EUR,EUR,N,"""""",Janus Henderson Capella Fund Limited,KY,Hedge Fund,1999-11-01T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,ACAP,Janus Henderson Capella G £,KYG0219V1501,EUR,GBP,N,"""""",Janus Henderson Capella Fund Limited,KY,Hedge Fund,2016-02-01T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,ACAP,Janus Henderson Capella D US$,KYG0219V1683,EUR,USD,N,"""""",Janus Henderson Capella Fund Limited,KY,Hedge Fund,2015-03-31T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,ACAP,Janus Henderson Capella D €,KYG0219V1766,EUR,EUR,N,"""""",Janus Henderson Capella Fund Limited,KY,Hedge Fund,2015-03-31T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,ACTOUE,Janus Henderson Multi-Manager Active Fund A Acc,GB0031413593,GBP,GBP,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the IA Flexible Investment sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Active Fund,GB,OEIC,1996-06-28T00:00:00.000Z,Janus Henderson Multi-Manager Investment OEIC,2.0400000000,2024-01-31,2.0600000000,2023-01-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,ACTOUE,Janus Henderson Multi-Manager Active Fund I Acc,GB00B83VFR76,GBP,GBP,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the IA Flexible Investment sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Active Fund,GB,OEIC,2012-08-01T12:00:00.000Z,Janus Henderson Multi-Manager Investment OEIC,1.2100000000,2024-01-31,1.2300000000,2023-01-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,ACTOUE,Janus Henderson Multi-Manager Active Fund E Acc,GB00BJ0LG411,GBP,GBP,N,"The Fund aims to provide capital growth over the long term. Performance target: To outperform the IA Flexible Investment sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Active Fund,GB,OEIC,2019-07-08T00:00:00.000Z,Janus Henderson Multi-Manager Investment OEIC,1.5400000000,2024-01-31,1.5600000000,2023-01-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,AEBIFU,Class B Interests,US02079H2031,USD,USD,N,"""""","Janus Henderson European Best Ideas Fund, LLC",KY,Hedge Fund,2014-07-16T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,AEBIFU,Class D Interests,US47104E2046,USD,USD,N,"""""","Janus Henderson European Best Ideas Fund, LLC",KY,Hedge Fund,2021-02-01T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,ALPF,Asteron Participating Fund - Traditional,AU60HGI28383,AUD,AUD,Y,"""""",Asteron Participating Fund - Traditional,AU,Australian MIS,2020-12-02T00:00:00.000Z,Australian MIS,"""""","""""","""""","""""","AU,,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,ASCR,Janus Henderson Sustainable Credit Active ETF (Managed Fund),AU0000254278,AUD,AUD,Y,Performance objective The Fund seeks to achieve a total return before fees that exceeds the total return of the Benchmark by 0.75% p.a. over rolling 3 year periods.  Sustainable Objective The Fund seeks to invest in credit securities which the Manager expects currently or will in the future contribute positively towards eight ‘People’ and/or ‘Planet’ themes.,Janus Henderson Sustainable Credit Fund,AU,Australian MIS,2023-03-14T00:00:00.000Z,Australian MIS,"""""","""""","""""","""""","AU,,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,ASCR,Janus Henderson Sustainable Credit Fund,AU60HGI37475,AUD,AUD,Y,Performance objective The Fund seeks to achieve a total return before fees that exceeds the total return of the Benchmark by 0.75% p.a. over rolling 3 year periods.  Sustainable Objective The Fund seeks to invest in credit securities which the Manager expects currently or will in the future contribute positively towards eight ‘People’ and/or ‘Planet’ themes.,Janus Henderson Sustainable Credit Fund,AU,Australian MIS,2023-02-07T00:00:00.000Z,Australian MIS,"""""","""""","""""","""""","AU,,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,AUT100,Janus Henderson Global Research Growth Fund,AU60ETL01863,AUD,AUD,N,The Janus Henderson Global Research Growth Fund (‘Fund’) seeks long-term growth of capital by investing primarily in equity securities selected for their growth potential.,Janus Henderson Global Research Growth Fund,AU,Australian MIS,2009-12-18T00:00:00.000Z,AUT,"""""","""""","""""","""""","AU,,,,,,,,,,,,,,,,,,,,,,,,,,,"
INVESTMENT TRUST,BITI,The Bankers Investment Trust PLC,GB00BN4NDR39,GBP,GBP,Y,"Over the long term, the Company aims to achieve capital growth in excess of the FTSE World Index and dividend growth greater than inflation, as measured by the UK Consumer Prices Index (‘CPI’), by investing in companies listed throughout the world.",The Bankers Investment Trust PLC,GB,Investment Trust,1888-04-13T00:00:00.000Z,The Bankers Investment Trust PLC,0.4800000000,2021-10-31,0.0073000000,2021-10-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,CAST,Janus Henderson Castor Fund Series S Voting EUR Shares,KYG0223R2293,EUR,EUR,Y,"""""",Janus Henderson Castor Fund Limited,KY,Hedge Fund,2017-03-01T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""","KY,,,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,CAST,Janus Henderson Castor Fund Series B Voting GBP Shares,KYG0223R2608,EUR,GBP,Y,"""""",Janus Henderson Castor Fund Limited,KY,Hedge Fund,2017-03-01T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,,"
HEDGE,CAST,Janus Henderson Castor Fund Series B Voting EUR Shares,KYG0223R2780,EUR,EUR,Y,"""""",Janus Henderson Castor Fund Limited,KY,Hedge Fund,2017-03-01T00:00:00.000Z,N/A - Hedge,"""""","""""","""""","""""",",,,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DARUUE,Janus Henderson Multi-Manager Diversified Fund A Acc,GB00B1GJNX12,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the IA Mixed Investment 0-35% Shares sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Diversified Fund,GB,Unit Trust,1991-05-29T00:00:00.000Z,Standalone Unit Trust - Multi-Manager (UCITS),1.6000000000,2023-11-30,1.6400000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DARUUE,Janus Henderson Multi-Manager Diversified Fund B Acc,GB00B1L74484,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the IA Mixed Investment 0-35% Shares sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Diversified Fund,GB,Unit Trust,2007-01-21T00:00:00.000Z,Standalone Unit Trust - Multi-Manager (UCITS),0.8400000000,2023-11-30,0.8800000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DARUUE,Janus Henderson Multi-Manager Diversified Fund A Inc,GB00B4Y1C447,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the IA Mixed Investment 0-35% Shares sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Diversified Fund,GB,Unit Trust,2012-03-30T12:00:00.000Z,Standalone Unit Trust - Multi-Manager (UCITS),1.6000000000,2023-11-30,1.6400000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DARUUE,Janus Henderson Multi-Manager Diversified Fund I Inc,GB00B5TPWM66,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the IA Mixed Investment 0-35% Shares sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Diversified Fund,GB,Unit Trust,2012-08-01T12:00:00.000Z,Standalone Unit Trust - Multi-Manager (UCITS),0.9000000000,2023-11-30,0.9300000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DARUUE,Janus Henderson Multi-Manager Diversified Fund I Acc,GB00BHB1YY26,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the IA Mixed Investment 0-35% Shares sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Diversified Fund,GB,Unit Trust,2014-01-15T12:00:00.000Z,Standalone Unit Trust - Multi-Manager (UCITS),0.9000000000,2023-11-30,0.9300000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DARUUE,Janus Henderson Multi-Manager Diversified Fund E Acc,GB00BJ0LG635,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the IA Mixed Investment 0-35% Shares sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Diversified Fund,GB,Unit Trust,2019-06-24T00:00:00.000Z,Standalone Unit Trust - Multi-Manager (UCITS),1.1000000000,2023-11-30,1.1400000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DARUUE,Janus Henderson Multi-Manager Diversified Fund E Inc,GB00BJ0LG742,GBP,GBP,N,"The Fund aims to provide a return, from a combination of capital growth and income over the long term. Performance target: To outperform the IA Mixed Investment 0-35% Shares sector average, after the deduction of charges, over any 5 year period.",Janus Henderson Multi-Manager Diversified Fund,GB,Unit Trust,2019-06-24T00:00:00.000Z,Standalone Unit Trust - Multi-Manager (UCITS),1.1000000000,2023-11-30,1.1400000000,2023-05-31,"GB,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DBGREF,Janus Henderson Global Real Estate Equity Income Fund F3m USD,IE000832UYS6,USD,USD,Y,"The Fund aims to provide a positive level of income with the potential for capital growth over the long term (five years or more). Performance target: To achieve a dividend yield exceeding that of the FTSE EPRA Nareit Global REIT Index, before the deduction of charges, on an annual basis.",Janus Henderson Global Real Estate Equity Income Fund,IE,Irish Investment Company,2023-09-06T00:00:00.000Z,JCF,0.8800000000,2023-12-31,0.9600000000,2023-09-06,"IE,,,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DBGREF,Janus Henderson Global Real Estate Equity Income Fund A5m USD,IE0009MIBWU7,USD,USD,Y,"The Fund aims to provide a positive level of income with the potential for capital growth over the long term (five years or more). Performance target: To achieve a dividend yield exceeding that of the FTSE EPRA Nareit Global REIT Index, before the deduction of charges, on an annual basis.",Janus Henderson Global Real Estate Equity Income Fund,IE,Irish Investment Company,2021-09-28T00:00:00.000Z,JCF,2.1800000000,2023-12-31,2.0200000000,2023-06-30,"HK,SG,IE,,,,,,,,,,,,,,,,,,,,,,,"
RETAIL,DBGREF,Janus Henderson Global Real Estate Equity Income Fund G2 USD,IE000AHNH3N2,USD,USD,Y,"The Fund aims to provide a positive level of income with the potential for capital growth over the long term (five years or more). Performance target: To achieve a dividend yield exceeding that of the FTSE EPRA Nareit Global REIT Index, before the deduction of charges, on an annual basis.",Janus Henderson Global Real Estate Equity Income Fund,IE,Irish Investment Company,2022-10-11T00:00:00.000Z,JCF,0.6600000000,2023-12-31,0.6400000000,2023-06-30,"ES,IT,CH,DE,IE,FR,,,,,,,,,,,,,,,,,,,,"
